"nick_name","age","gender","academic_study","ip_address"
207,"18-25","Male","Some Undergraduate Courses",2
145,"18-25","Male","Undergraduate Degree",2
386,"Over 60","Female","Undergraduate Degree",2
672,"31-35","Male","High School or Less",2
703,"26-30","Male","Graduate Degree",2
57,"31-35","Male","Undergraduate Degree",5
739,"36-40","Male","Undergraduate Degree",2
609,"18-25","Male","Undergraduate Degree",2
382,"36-40","Female","Graduate Degree",2
177,"31-35","Female","Undergraduate Degree",2
333,"26-30","Female","Graduate Degree",2
147,"26-30","Male","Undergraduate Degree",2
251,"31-35","Female","High School or Less",2
170,"41-45","Male","Some Graduate Courses",2
470,"26-30","Male","Undergraduate Degree",2
486,"31-35","Female","Graduate Degree",2
465,"41-45","Male","Some Graduate Courses",12
201,"31-35","Male","Undergraduate Degree",2
433,"18-25","Female","Undergraduate Degree",2
314,"26-30","Male","Graduate Degree",2
150,"31-35","Female","Graduate Degree",2
101,"36-40","Male","Undergraduate Degree",2
446,"18-25","Male","Graduate Degree",2
205,"31-35","Male","High School or Less",2
360,"18-25","Female","Some Graduate Courses",2
601,"41-45","Male","Undergraduate Degree",2
99,"26-30","Male","Undergraduate Degree",2
308,"26-30","Male","Undergraduate Degree",2
8,"26-30","Female","High School or Less",2
125,"26-30","Male","Graduate Degree",2
241,"26-30","Female","Graduate Degree",2
732,"51-55","Female","Graduate Degree",2
599,"36-40","Male","Undergraduate Degree",2
550,"36-40","Female","Undergraduate Degree",2
695,"31-35","Female","Graduate Degree",2
259,"26-30","Female","Undergraduate Degree",2
100,"26-30","Male","Undergraduate Degree",2
625,"41-45","Female","Some Undergraduate Courses",2
532,"31-35","Female","Undergraduate Degree",2
269,"Over 60","Male","Graduate Degree",8
367,"51-55","Male","Some Undergraduate Courses",2
536,"18-25","Male","High School or Less",2
624,"41-45","Female","Undergraduate Degree",2
639,"26-30","Male","Graduate Degree",2
469,"41-45","Male","Undergraduate Degree",2
679,"18-25","Female","Undergraduate Degree",2
276,"26-30","Male","Undergraduate Degree",2
409,"26-30","Male","Undergraduate Degree",2
494,"18-25","Female","Undergraduate Degree",14
68,"51-55","Female","Undergraduate Degree",2
181,"26-30","Female","Undergraduate Degree",2
141,"26-30","Male","",2
572,"Over 60","Male","Graduate Degree",2
477,"26-30","Female","Undergraduate Degree",2
741,"18-25","Male","Undergraduate Degree",2
580,"36-40","Male","Undergraduate Degree",2
727,"36-40","Female","I choose not to provide this information",2
250,"26-30","Female","Graduate Degree",2
79,"18-25","Male","Undergraduate Degree",2
59,"26-30","Male","Some Undergraduate Courses",2
754,"46-50","Female","High School or Less",2
699,"36-40","Male","High School or Less",2
574,"26-30","Male","Undergraduate Degree",2
740,"18-25","Female","Undergraduate Degree",2
513,"Over 60","Male","Undergraduate Degree",2
219,"26-30","Male","Graduate Degree",2
282,"41-45","Male","Some Undergraduate Courses",2
355,"51-55","Male","Some Graduate Courses",2
363,"18-25","Male","High School or Less",2
745,"51-55","Male","Some Undergraduate Courses",2
93,"26-30","Male","Some Undergraduate Courses",2
535,"26-30","Female","Graduate Degree",2
151,"31-35","Female","Some Undergraduate Courses",1
271,"26-30","Male","Graduate Degree",1
616,"41-45","Female","Graduate Degree",1
275,"41-45","Female","Undergraduate Degree",1
633,"26-30","Male","Graduate Degree",1
429,"26-30","Male","Some Graduate Courses",1
228,"26-30","Male","Some Graduate Courses",1
540,"26-30","Female","Some Graduate Courses",1
440,"31-35","Male","Undergraduate Degree",1
52,"36-40","Female","Some Undergraduate Courses",1
397,"31-35","Female","Some Graduate Courses",1
461,"18-25","Female","Undergraduate Degree",1
747,"36-40","Male","Graduate Degree",1
301,"18-25","Female","Some Graduate Courses",1
607,"26-30","Male","Some Graduate Courses",1
404,"46-50","Female","Some Graduate Courses",1
606,"26-30","Female","High School or Less",1
305,"26-30","Male","Some Undergraduate Courses",1
665,"26-30","Male","Undergraduate Degree",1
4,"36-40","Female","Undergraduate Degree",1
635,"31-35","Female","Graduate Degree",1
392,"31-35","Female","Undergraduate Degree",1
648,"31-35","Female","Some Graduate Courses",1
656,"18-25","Female","Undergraduate Degree",1
224,"18-25","Female","Undergraduate Degree",1
188,"26-30","Male","Some Graduate Courses",1
501,"26-30","Male","Undergraduate Degree",1
88,"31-35","Male","Undergraduate Degree",1
108,"","Male","",1
316,"51-55","Male","Undergraduate Degree",1
634,"31-35","Female","Some Undergraduate Courses",1
178,"46-50","Female","Some Undergraduate Courses",1
226,"36-40","Male","Undergraduate Degree",1
264,"31-35","Female","High School or Less",1
83,"31-35","Male","Undergraduate Degree",1
364,"26-30","Female","Some Undergraduate Courses",1
548,"26-30","Female","Undergraduate Degree",1
136,"31-35","Female","Undergraduate Degree",1
284,"36-40","Male","Graduate Degree",1
307,"46-50","Female","Some Undergraduate Courses",1
263,"26-30","Female","Some Undergraduate Courses",1
496,"36-40","Female","Undergraduate Degree",1
708,"41-45","Male","Undergraduate Degree",1
158,"41-45","Female","Some Undergraduate Courses",1
218,"51-55","Male","Graduate Degree",1
575,"Over 60","Female","Undergraduate Degree",1
103,"31-35","Male","Undergraduate Degree",1
462,"26-30","Female","Undergraduate Degree",1
61,"18-25","Female","High School or Less",1
475,"46-50","Male","Undergraduate Degree",1
303,"","Male","Undergraduate Degree",1
372,"31-35","Male","Undergraduate Degree",1
432,"26-30","Male","Undergraduate Degree",1
202,"46-50","Male","Graduate Degree",1
700,"26-30","Female","Undergraduate Degree",1
724,"46-50","Male","Some Graduate Courses",1
324,"26-30","Male","Some Undergraduate Courses",1
53,"51-55","Male","Undergraduate Degree",1
500,"51-55","Male","Graduate Degree",1
144,"31-35","Female","High School or Less",1
374,"26-30","Male","Undergraduate Degree",1
564,"Over 60","Female","Some Graduate Courses",1
731,"41-45","Male","Undergraduate Degree",1
687,"26-30","Male","Some Undergraduate Courses",1
489,"46-50","Male","Graduate Degree",1
493,"46-50","Female","Some Undergraduate Courses",1
320,"31-35","Male","Undergraduate Degree",1
75,"56-60","Female","Undergraduate Degree",1
391,"26-30","Male","Undergraduate Degree",1
697,"46-50","Female","Graduate Degree",1
217,"26-30","Male","Graduate Degree",1
630,"31-35","Male","Undergraduate Degree",1
319,"Over 60","Female","Undergraduate Degree",1
530,"26-30","Female","Graduate Degree",1
175,"26-30","Female","Graduate Degree",1
603,"31-35","Male","Graduate Degree",1
748,"31-35","Female","Some Undergraduate Courses",1
649,"36-40","Male","High School or Less",1
557,"18-25","Male","Some Graduate Courses",1
412,"41-45","Male","Undergraduate Degree",1
362,"56-60","Male","Undergraduate Degree",1
717,"26-30","Male","Some Undergraduate Courses",1
726,"56-60","Female","Some Undergraduate Courses",1
132,"36-40","Female","Graduate Degree",1
127,"56-60","","Some Undergraduate Courses",1
249,"36-40","Male","Undergraduate Degree",1
90,"26-30","Female","High School or Less",1
104,"18-25","Male","High School or Less",1
583,"51-55","","Some Undergraduate Courses",1
133,"41-45","Female","Some Undergraduate Courses",1
587,"26-30","Female","Some Graduate Courses",1
612,"26-30","Male","High School or Less",1
640,"31-35","Female","Undergraduate Degree",1
734,"31-35","Female","Graduate Degree",1
620,"18-25","Male","Some Undergraduate Courses",1
265,"36-40","Female","Undergraduate Degree",1
559,"31-35","Female","Undergraduate Degree",1
213,"26-30","Female","Undergraduate Degree",1
733,"51-55","Male","Graduate Degree",1
130,"36-40","Male","Some Undergraduate Courses",1
408,"Over 60","Male","",1
335,"18-25","Female","Undergraduate Degree",1
582,"41-45","Male","Undergraduate Degree",1
381,"18-25","Male","Undergraduate Degree",1
186,"26-30","Female","Graduate Degree",1
658,"26-30","Male","Undergraduate Degree",1
597,"18-25","Male","Undergraduate Degree",1
106,"18-25","Male","Undergraduate Degree",1
692,"46-50","Female","Undergraduate Degree",1
176,"26-30","Male","Undergraduate Degree",1
573,"51-55","Female","Graduate Degree",1
431,"31-35","Female","Graduate Degree",1
434,"41-45","Male","High School or Less",1
610,"18-25","Female","Some Undergraduate Courses",1
123,"46-50","Male","Some Undergraduate Courses",1
476,"26-30","Male","Undergraduate Degree",1
642,"26-30","Male","Some Graduate Courses",1
354,"18-25","Male","Graduate Degree",1
74,"26-30","Female","High School or Less",1
289,"26-30","Female","Some Undergraduate Courses",1
203,"26-30","Female","Undergraduate Degree",1
647,"26-30","Female","Undergraduate Degree",1
605,"26-30","Male","Graduate Degree",1
81,"18-25","Male","Some Undergraduate Courses",1
674,"41-45","Female","Undergraduate Degree",1
55,"18-25","Female","Some Undergraduate Courses",1
242,"Over 60","Male","Some Graduate Courses",1
737,"31-35","Female","Some Undergraduate Courses",1
347,"36-40","Male","Some Graduate Courses",1
353,"26-30","Male","Undergraduate Degree",1
174,"36-40","Male","High School or Less",1
650,"18-25","Female","Some Graduate Courses",1
445,"41-45","Female","Some Undergraduate Courses",1
593,"18-25","Female","Some Undergraduate Courses",1
95,"51-55","Female","Some Graduate Courses",1
452,"26-30","Female","Some Undergraduate Courses",1
111,"Over 60","Male","Graduate Degree",1
92,"56-60","Male","Some Undergraduate Courses",1
94,"31-35","Female","Graduate Degree",1
234,"26-30","","Some Graduate Courses",1
413,"18-25","Female","Graduate Degree",1
653,"51-55","Male","Undergraduate Degree",1
10,"26-30","Female","Some Undergraduate Courses",1
426,"31-35","Female","Some Graduate Courses",1
563,"18-25","Male","Undergraduate Degree",1
418,"18-25","Female","Undergraduate Degree",1
623,"46-50","Male","Graduate Degree",1
47,"26-30","Male","High School or Less",1
671,"41-45","Female","Some Graduate Courses",1
519,"26-30","Female","Undergraduate Degree",1
584,"18-25","Female","Undergraduate Degree",1
375,"26-30","Male","Graduate Degree",1
154,"31-35","Female","Some Undergraduate Courses",1
694,"26-30","Female","Undergraduate Degree",1
467,"46-50","Female","Some Undergraduate Courses",1
65,"31-35","Female","Undergraduate Degree",1
555,"18-25","Male","Undergraduate Degree",1
541,"26-30","Female","Graduate Degree",1
468,"18-25","Male","Undergraduate Degree",1
287,"18-25","Male","Graduate Degree",1
124,"18-25","Female","High School or Less",1
421,"18-25","Female","Some Undergraduate Courses",1
643,"36-40","Male","Undergraduate Degree",1
641,"26-30","Female","Some Undergraduate Courses",1
82,"36-40","Male","Graduate Degree",1
167,"41-45","Female","High School or Less",1
248,"18-25","Male","Some Undergraduate Courses",1
458,"26-30","Female","High School or Less",1
327,"31-35","Male","Graduate Degree",1
579,"26-30","Male","Graduate Degree",1
385,"41-45","Female","Some Graduate Courses",1
189,"31-35","Male","Some Graduate Courses",1
613,"18-25","Female","Undergraduate Degree",1
728,"46-50","Male","Undergraduate Degree",1
216,"31-35","Female","Graduate Degree",1
244,"26-30","Female","Undergraduate Degree",1
474,"26-30","Male","Graduate Degree",1
257,"18-25","I choose not to provide this information","I choose not to provide this information",1
451,"51-55","Female","Graduate Degree",1
169,"18-25","Male","Some Graduate Courses",1
137,"41-45","Male","Undergraduate Degree",1
715,"18-25","Male","Undergraduate Degree",1
323,"26-30","Female","Some Undergraduate Courses",1
651,"46-50","Female","Undergraduate Degree",1
657,"31-35","Male","Graduate Degree",1
152,"18-25","Male","Some Graduate Courses",1
684,"41-45","Male","Some Graduate Courses",1
160,"18-25","Female","Graduate Degree",1
2,"Over 60","Female","Undergraduate Degree",1
172,"18-25","Male","Undergraduate Degree",1
662,"36-40","Male","Undergraduate Degree",1
72,"26-30","Male","Undergraduate Degree",1
525,"26-30","Male","Graduate Degree",1
255,"31-35","Female","Undergraduate Degree",1
370,"41-45","Male","Graduate Degree",1
498,"31-35","Female","Some Undergraduate Courses",1
114,"26-30","Male","Graduate Degree",1
478,"18-25","Male","Undergraduate Degree",1
751,"18-25","Male","Some Undergraduate Courses",1
139,"18-25","Male","Undergraduate Degree",1
484,"26-30","Male","Undergraduate Degree",1
618,"31-35","Male","Some Graduate Courses",1
402,"36-40","Male","Undergraduate Degree",1
410,"31-35","Female","Undergraduate Degree",1
260,"36-40","Female","Graduate Degree",1
311,"18-25","Female","Some Undergraduate Courses",1
155,"18-25","Female","Undergraduate Degree",1
297,"31-35","Male","Graduate Degree",1
571,"26-30","Male","Some Undergraduate Courses",1
258,"31-35","Female","Some Graduate Courses",1
143,"18-25","Female","Undergraduate Degree",1
636,"31-35","Male","Graduate Degree",1
325,"56-60","","Graduate Degree",1
509,"18-25","Female","Graduate Degree",1
506,"46-50","Female","Graduate Degree",1
350,"26-30","Male","Undergraduate Degree",1
210,"18-25","Male","Undergraduate Degree",1
709,"56-60","Female","Some Undergraduate Courses",1
300,"56-60","Female","Graduate Degree",1
595,"51-55","Female","Undergraduate Degree",1
419,"18-25","Female","Undergraduate Degree",1
750,"26-30","Female","Graduate Degree",1
293,"41-45","Male","Graduate Degree",1
233,"56-60","Female","Some Graduate Courses",1
272,"31-35","Female","Graduate Degree",1
279,"26-30","Female","Undergraduate Degree",1
230,"26-30","Male","Graduate Degree",1
713,"26-30","Male","Undergraduate Degree",1
390,"31-35","Female","Graduate Degree",1
560,"18-25","Female","Some Graduate Courses",1
292,"26-30","Male","Undergraduate Degree",1
322,"18-25","I choose not to provide this information","Undergraduate Degree",1
742,"41-45","Female","Some Undergraduate Courses",1
622,"26-30","Male","High School or Less",1
696,"31-35","Male","Graduate Degree",1
342,"26-30","Female","Graduate Degree",1
222,"18-25","Female","Graduate Degree",1
602,"26-30","Male","Graduate Degree",1
637,"18-25","Female","Undergraduate Degree",1
743,"18-25","Male","Graduate Degree",1
369,"26-30","Female","Some Undergraduate Courses",1
638,"36-40","Female","High School or Less",1
76,"26-30","Female","High School or Less",1
544,"41-45","Female","Undergraduate Degree",1
200,"36-40","Male","Graduate Degree",1
417,"26-30","Female","Graduate Degree",1
480,"18-25","Female","Graduate Degree",1
345,"31-35","Male","Graduate Degree",1
416,"46-50","Female","High School or Less",1
51,"Over 60","Male","Graduate Degree",1
146,"26-30","Male","Graduate Degree",1
295,"56-60","Female","High School or Less",1
131,"26-30","Male","Graduate Degree",1
346,"26-30","Male","Some Undergraduate Courses",1
631,"46-50","Female","Some Undergraduate Courses",1
378,"41-45","Male","Undergraduate Degree",1
398,"36-40","Female","Graduate Degree",1
162,"26-30","Female","Graduate Degree",1
562,"26-30","Male","Graduate Degree",1
518,"31-35","Female","Graduate Degree",1
187,"36-40","Male","Graduate Degree",1
288,"31-35","Male","Graduate Degree",1
313,"41-45","Male","Undergraduate Degree",1
331,"46-50","Female","High School or Less",1
523,"36-40","Male","Undergraduate Degree",1
515,"26-30","Female","Graduate Degree",1
86,"56-60","Female","Undergraduate Degree",1
553,"41-45","Male","Graduate Degree",1
514,"51-55","Female","Undergraduate Degree",1
598,"41-45","Female","Graduate Degree",1
406,"31-35","Male","Undergraduate Degree",1
211,"46-50","Male","Graduate Degree",1
442,"46-50","Female","Undergraduate Degree",1
208,"31-35","Female","Some Undergraduate Courses",1
667,"41-45","Female","Graduate Degree",1
185,"31-35","Female","Graduate Degree",1
718,"26-30","Male","Undergraduate Degree",1
48,"26-30","Female","Graduate Degree",1
565,"36-40","Male","Some Undergraduate Courses",1
291,"56-60","Male","High School or Less",1
507,"26-30","Male","Some Undergraduate Courses",1
424,"31-35","Female","Graduate Degree",1
302,"36-40","Female","High School or Less",1
270,"26-30","Male","Undergraduate Degree",1
430,"26-30","Male","Some Undergraduate Courses",1
236,"41-45","Male","Graduate Degree",1
590,"18-25","Female","Some Undergraduate Courses",1
488,"31-35","Male","Graduate Degree",1
239,"31-35","Female","Graduate Degree",1
725,"36-40","Male","Undergraduate Degree",1
122,"26-30","Male","Undergraduate Degree",1
415,"36-40","Male","Graduate Degree",1
675,"18-25","Female","Some Undergraduate Courses",1
511,"26-30","Female","Undergraduate Degree",1
680,"26-30","Male","Some Graduate Courses",1
581,"26-30","Female","Some Graduate Courses",1
184,"31-35","Male","Graduate Degree",1
704,"Over 60","Male","Graduate Degree",1
126,"26-30","Female","Some Undergraduate Courses",1
534,"31-35","Female","Graduate Degree",1
89,"26-30","Male","Undergraduate Degree",1
594,"Over 60","Female","Graduate Degree",1
447,"41-45","Male","Some Graduate Courses",1
56,"36-40","Female","Some Undergraduate Courses",1
527,"41-45","Male","Graduate Degree",1
558,"18-25","Female","Undergraduate Degree",1
577,"46-50","Male","Undergraduate Degree",1
669,"31-35","Male","Undergraduate Degree",1
614,"31-35","Female","Some Undergraduate Courses",1
91,"36-40","Male","Graduate Degree",1
306,"36-40","Male","Graduate Degree",1
499,"41-45","Male","Graduate Degree",1
232,"51-55","Female","Undergraduate Degree",1
336,"26-30","Male","Some Graduate Courses",1
689,"31-35","Male","Graduate Degree",1
321,"26-30","Male","Graduate Degree",1
693,"26-30","Male","High School or Less",1
220,"36-40","Male","Some Graduate Courses",1
655,"36-40","Male","Undergraduate Degree",1
214,"31-35","Male","Graduate Degree",1
661,"31-35","Male","Undergraduate Degree",1
720,"18-25","Female","Some Undergraduate Courses",1
495,"26-30","Female","Some Graduate Courses",1
198,"31-35","Male","Undergraduate Degree",1
522,"26-30","Male","Graduate Degree",1
435,"18-25","Female","High School or Less",1
212,"46-50","Female","Some Undergraduate Courses",1
192,"31-35","Male","Undergraduate Degree",1
190,"36-40","Female","Some Undergraduate Courses",1
254,"31-35","Female","Some Undergraduate Courses",1
436,"51-55","Male","Graduate Degree",1
483,"56-60","Female","Undergraduate Degree",1
60,"31-35","Male","High School or Less",1
729,"26-30","Male","Some Undergraduate Courses",1
455,"31-35","Male","Graduate Degree",1
502,"51-55","Female","High School or Less",1
707,"41-45","Female","Some Graduate Courses",1
578,"41-45","Female","Some Undergraduate Courses",1
165,"18-25","Male","High School or Less",1
120,"18-25","Male","Graduate Degree",1
341,"31-35","Male","Graduate Degree",1
473,"36-40","Female","Undergraduate Degree",1
129,"26-30","Male","Undergraduate Degree",1
84,"26-30","Female","Graduate Degree",1
393,"18-25","Male","Some Undergraduate Courses",1
706,"36-40","Male","Undergraduate Degree",1
77,"36-40","Male","Graduate Degree",1
161,"46-50","Male","Some Undergraduate Courses",1
253,"36-40","Male","Graduate Degree",1
632,"36-40","Female","Graduate Degree",1
569,"31-35","Male","Graduate Degree",1
396,"26-30","Male","Graduate Degree",1
80,"36-40","Female","Undergraduate Degree",1
453,"31-35","Male","Graduate Degree",1
6,"46-50","Female","Undergraduate Degree",1
5,"Over 60","Male","Graduate Degree",1
546,"18-25","Male","Undergraduate Degree",1
62,"51-55","Female","Some Undergraduate Courses",1
163,"26-30","Female","Undergraduate Degree",1
749,"","Female","Undergraduate Degree",1
148,"36-40","Female","High School or Less",1
245,"18-25","Male","Some Undergraduate Courses",1
204,"18-25","Male","Undergraduate Degree",1
135,"26-30","Male","Some Graduate Courses",1
247,"26-30","Male","Undergraduate Degree",1
549,"51-55","Female","Graduate Degree",1
366,"36-40","Female","Some Undergraduate Courses",1
196,"41-45","Female","Undergraduate Degree",1
664,"18-25","Female","Undergraduate Degree",1
298,"36-40","Male","Graduate Degree",1
328,"26-30","Female","Some Undergraduate Courses",1
121,"26-30","Male","Undergraduate Degree",1
401,"26-30","Female","Undergraduate Degree",1
450,"18-25","Male","High School or Less",1
628,"18-25","Male","Undergraduate Degree",1
629,"18-25","Male","Graduate Degree",1
119,"18-25","Female","Undergraduate Degree",1
290,"41-45","Female","High School or Less",1
666,"26-30","Male","Graduate Degree",1
107,"18-25","Male","Some Undergraduate Courses",1
159,"36-40","Female","Some Undergraduate Courses",1
225,"18-25","Female","Some Undergraduate Courses",1
317,"18-25","Female","Undergraduate Degree",1
87,"26-30","Female","Graduate Degree",1
134,"36-40","Male","High School or Less",1
529,"36-40","Male","High School or Less",1
351,"31-35","Female","Some Undergraduate Courses",1
490,"18-25","Female","High School or Less",1
441,"18-25","Female","High School or Less",1
49,"18-25","Male","Some Undergraduate Courses",1
537,"26-30","Female","Graduate Degree",1
368,"18-25","Male","Some Undergraduate Courses",1
444,"26-30","Female","Undergraduate Degree",1
454,"26-30","Female","Graduate Degree",1
183,"36-40","Male","Graduate Degree",1
182,"26-30","Male","Undergraduate Degree",1
567,"26-30","Female","High School or Less",1
627,"36-40","Male","Undergraduate Degree",1
663,"31-35","Female","Undergraduate Degree",1
719,"26-30","Male","Graduate Degree",1
615,"26-30","Female","Some Undergraduate Courses",1
481,"51-55","Female","High School or Less",1
443,"18-25","Male","Graduate Degree",1
449,"36-40","Female","Some Undergraduate Courses",1
505,"18-25","Male","Some Undergraduate Courses",1
504,"31-35","Female","High School or Less",1
358,"26-30","Male","Some Undergraduate Courses",1
268,"36-40","Male","Undergraduate Degree",1
420,"18-25","Female","Some Undergraduate Courses",1
471,"26-30","Male","Some Graduate Courses",1
492,"18-25","Male","Undergraduate Degree",1
568,"26-30","Female","Some Undergraduate Courses",1
312,"36-40","Male","Graduate Degree",1
678,"36-40","Male","Some Graduate Courses",1
425,"36-40","Male","Some Undergraduate Courses",1
554,"26-30","Male","Graduate Degree",1
448,"18-25","Female","Undergraduate Degree",1
357,"41-45","Female","High School or Less",1
238,"18-25","Female","Graduate Degree",1
64,"31-35","Female","High School or Less",1
71,"56-60","Male","Undergraduate Degree",1
482,"31-35","Male","Undergraduate Degree",1
547,"26-30","Male","Undergraduate Degree",1
585,"26-30","Male","Undergraduate Degree",1
753,"18-25","Male","Graduate Degree",1
166,"Over 60","Female","Graduate Degree",1
164,"26-30","Male","High School or Less",1
157,"26-30","Male","Undergraduate Degree",1
688,"51-55","Female","Some Undergraduate Courses",1
156,"26-30","Male","Undergraduate Degree",1
690,"46-50","Male","Graduate Degree",1
712,"26-30","Female","Graduate Degree",1
526,"Over 60","Female","Some Undergraduate Courses",1
142,"26-30","Male","High School or Less",1
570,"31-35","Male","Undergraduate Degree",1
472,"18-25","Male","Undergraduate Degree",1
576,"26-30","Male","Undergraduate Degree",1
596,"26-30","Female","High School or Less",1
533,"26-30","Male","Undergraduate Degree",1
309,"36-40","Female","Graduate Degree",1
517,"18-25","Male","Undergraduate Degree",1
329,"18-25","Female","Some Undergraduate Courses",1
701,"26-30","Male","Graduate Degree",1
710,"26-30","Male","Some Graduate Courses",1
330,"Over 60","Male","Some Graduate Courses",1
112,"18-25","Male","Some Graduate Courses",1
113,"26-30","Male","Graduate Degree",1
611,"26-30","Male","Graduate Degree",1
698,"18-25","Male","Undergraduate Degree",1
240,"46-50","Female","Undergraduate Degree",1
645,"18-25","Male","Undergraduate Degree",1
281,"36-40","Male","Undergraduate Degree",1
97,"31-35","Male","High School or Less",1
736,"26-30","Male","Graduate Degree",1
128,"36-40","Female","Graduate Degree",1
153,"46-50","Female","High School or Less",1
340,"36-40","Female","Undergraduate Degree",1
422,"Over 60","Female","High School or Less",1
387,"31-35","Male","Graduate Degree",1
78,"26-30","Female","Undergraduate Degree",1
621,"31-35","Female","High School or Less",1
439,"31-35","Female","Some Undergraduate Courses",1
487,"26-30","Female","Graduate Degree",1
464,"18-25","Female","Graduate Degree",1
227,"31-35","Female","Undergraduate Degree",1
660,"18-25","Female","Undergraduate Degree",1
591,"26-30","Male","Graduate Degree",1
438,"31-35","Male","Graduate Degree",1
411,"18-25","Male","Undergraduate Degree",1
394,"26-30","Male","Graduate Degree",1
395,"26-30","Male","Graduate Degree",1
460,"18-25","Female","Undergraduate Degree",1
140,"Over 60","Male","Graduate Degree",1
299,"56-60","Female","Undergraduate Degree",1
586,"41-45","Female","Some Undergraduate Courses",1
428,"26-30","Female","Graduate Degree",1
9,"41-45","Male","Undergraduate Degree",1
524,"36-40","Male","Graduate Degree",1
118,"36-40","Male","Graduate Degree",1
352,"36-40","Female","Graduate Degree",1
617,"41-45","Female","High School or Less",1
485,"Over 60","Male","Some Graduate Courses",1
246,"31-35","Male","Graduate Degree",1
180,"36-40","Male","Graduate Degree",1
63,"31-35","Female","Undergraduate Degree",1
69,"31-35","Female","Graduate Degree",1
604,"31-35","Male","Graduate Degree",1
512,"41-45","Male","Graduate Degree",1
171,"31-35","Female","Graduate Degree",1
1,"26-30","Female","Undergraduate Degree",1
278,"26-30","Female","Undergraduate Degree",1
